455->,0,0,0,0.5,0.5,-0.5,0,-0.25,0,0.25,0.25,-0.25,0.024793388,0.074380165,0.099173554,0.289256198,0.016528926,0.008264463,0.074380165,0.066115702,0.32231405,0.016528926,0.008264463,0.045454545
485->,-0.5,0.125,-0.125,0,0.25,0,0.5,0,0,0,0.75,0,0.066115702,0.074380165,0.016528926,0.347107438,0,0,0.107438017,0.123966942,0.26446281,0,0,0.045454545
1060->,-0.25,-0.125,0.375,0,0,-0.5,0.125,-0.875,0.125,0,0,-0.875,0.033057851,0.049586777,0.099173554,0.438016529,0,0,0.033057851,0.074380165,0.107438017,0.123966942,0.041322314,0.045454545
1420->,0,0,0,0,0.875,0,0,0,0,-0.25,0.5,-0.125,0.363636364,0.066115702,0.041322314,0.148760331,0.016528926,0,0.157024793,0.016528926,0.132231405,0.05785124,0,0.045454545
2145->,0,0,0,0,0.875,0,0,0.125,0,0,0.375,0.125,0.074380165,0.033057851,0.016528926,0.26446281,0,0,0.132231405,0.148760331,0.330578512,0,0,0.045454545
2625->,0,0,0,0,0,-0.875,0,0,0,0,0.375,-0.75,0.008264463,0.05785124,0.314049587,0.561983471,0,0,0.008264463,0.016528926,0.033057851,0,0,0.045454545
2687->,0,-0.5,-0.5,0,0,0.375,0.25,0,-0.25,-0.125,0.25,0.375,0.074380165,0.016528926,0.074380165,0.181818182,0,0,0.082644628,0.198347107,0.355371901,0.016528926,0,0.045454545
3132->,0,0,0.25,0.25,0,0,0.25,0,-0.5,0,0,-0.25,0.008264463,0.033057851,0.082644628,0.231404959,0,0,0.016528926,0.033057851,0.570247934,0.024793388,0,0.045454545
4288->,-0.25,-0.25,0,0,-0.25,0,-0.5,0,-0.125,-0.125,0,0.125,0.132231405,0.26446281,0.190082645,0.20661157,0.016528926,0,0.140495868,0.033057851,0.016528926,0,0,0.045454545
4859->,0.25,-0.875,0,0,0.375,0.5,0,-0.375,0.25,0,0,0.125,0,0.016528926,0.074380165,0.876033058,0,0,0.008264463,0.016528926,0.008264463,0,0,0.045454545
5945->,0.5,0.25,0,0,0.5,-0.75,0,0,0,0,0.25,-0.75,0.016528926,0.041322314,0.355371901,0.561983471,0,0,0.008264463,0.008264463,0.008264463,0,0,0.045454545
7031->,0,0,0,-0.75,0.25,0,0,-0.125,0,-0.75,0.25,-0.125,0.380165289,0.016528926,0.033057851,0.561983471,0,0,0,0,0.008264463,0,0,0.045454545
9241->,0,0,0,0,0,-0.5,0,0,0,-0.375,0,-0.125,0.768595041,0.107438017,0,0,0,0,0.123966942,0,0,0,0,0.045454545
10171->,0,-0.5,-0.5,0,0.5,-0.5,0,-0.5,-0.25,0,0.75,-0.5,0.016528926,0.016528926,0.016528926,0.231404959,0.239669421,0.033057851,0.016528926,0.016528926,0.190082645,0.223140496,0,0.045454545
11289->,0,0,0,-0.125,0.875,0.5,0,0,0,0,0,0.125,0.181818182,0.132231405,0.016528926,0.033057851,0.082644628,0,0.247933884,0.024793388,0.132231405,0.148760331,0,0.045454545
11832->,0,0.875,0,0.25,0,0.25,0,0.875,-0.5,0.5,0.5,0.5,0.066115702,0.190082645,0.033057851,0.157024793,0.181818182,0,0.033057851,0.049586777,0.140495868,0.148760331,0,0.045454545
12885->,0,0,-0.25,0,0,-0.75,0,-0.5,-0.5,0,0,-0.5,0.024793388,0.074380165,0.082644628,0.049586777,0.008264463,0,0.123966942,0.115702479,0.314049587,0.20661157,0,0.045454545
13971->,0,0,0.5,0.125,-0.25,0.75,0,0,0.5,0.25,-0.5,0,0.033057851,0.099173554,0.041322314,0.148760331,0,0,0.099173554,0.132231405,0.26446281,0.181818182,0,0.045454545
14447->,0,-0.25,-0.25,0,0.25,-0.25,0,-0.5,0,0,0.25,-0.5,0.041322314,0.05785124,0.074380165,0.330578512,0.024793388,0,0.024793388,0.082644628,0.355371901,0.008264463,0,0.045454545
14546->,0.5,0,0.75,0,0,0,0.5,0,0,0,0.5,0,0.016528926,0.049586777,0.090909091,0.082644628,0.099173554,0,0.123966942,0.132231405,0.223140496,0.181818182,0,0.045454545
16143->,0.25,0,-0.125,0,0.25,-0.875,0,0,-0.125,0,0.125,-0.75,0.008264463,0.05785124,0.082644628,0.32231405,0.173553719,0,0,0.024793388,0.32231405,0.008264463,0,0.045454545
16850->,0,0,0,0,0,0.125,0,0,0,0,0,0,0.950413223,0,0,0,0,0,0.049586777,0,0,0,0,0.045454545
17293->,0,-0.5,0,0,0,0.5,0.25,-0.25,0,0,-0.5,-0.25,0.024793388,0.049586777,0.082644628,0.041322314,0,0,0.049586777,0.123966942,0.338842975,0.289256198,0,0.045454545
17836->,0,0,0,0.5,0,0,0,0.25,0,0,-0.5,0,0.024793388,0.066115702,0.107438017,0.074380165,0,0,0.066115702,0.157024793,0.214876033,0.289256198,0,0.045454545
18410->,-0.5,0,-0.25,0,-0.5,-0.75,-0.75,-0.5,0,-0.5,-0.25,0,0.016528926,0.033057851,0.05785124,0.074380165,0.082644628,0,0.074380165,0.123966942,0.347107438,0.190082645,0,0.045454545
18963->,0,0,0,0.375,0,-0.5,0,0.75,0,0.25,0.25,0.75,0.537190083,0.024793388,0.008264463,0.338842975,0.016528926,0,0.074380165,0,0,0,0,0.045454545
19496->,0,0.875,-0.75,0.375,0,-0.25,0,0.25,0,0.25,0,0,0.033057851,0.008264463,0.074380165,0.033057851,0.008264463,0,0.074380165,0.173553719,0.239669421,0.355371901,0,0.045454545
4218->,0.375,0,0,0.25,0.25,0,0,0,0,0,0.75,0.25,0.016528926,0.024793388,0.082644628,0.305785124,0.033057851,0,0.016528926,0.090909091,0.41322314,0.016528926,0,0.136363636
4956->,0,-0.375,0,0,-0.125,0,0,0,0,0,0,1,0.851239669,0.016528926,0,0,0,0,0.132231405,0,0,0,0,0.136363636
6556->,0,0,0,0,0,-0.125,0,0,0,0.125,-0.125,-0.125,0.454545455,0.008264463,0,0,0,0,0.537190083,0,0,0,0,0.136363636
7606->,0,0,0,0,0,0,0,0,0,0.125,0,0,0.73553719,0.26446281,0,0,0,0,0,0,0,0,0,0.136363636
8562->,0.75,0,0.5,0,0.5,0.5,0,0.125,0,-0.5,0.5,-0.25,0.066115702,0.132231405,0.165289256,0.157024793,0.008264463,0,0.107438017,0.107438017,0.256198347,0,0,0.136363636
11799->,0,-0.5,-0.5,0,0,-0.5,-0.25,0,0.25,0,-0.25,0,0.008264463,0.016528926,0.066115702,0.198347107,0.099173554,0.05785124,0.090909091,0.090909091,0.297520661,0.066115702,0.008264463,0.136363636
15664->,-0.375,0,0.25,0,-0.875,-0.5,-0.375,0,0,0,-0.125,0,0.041322314,0.016528926,0.016528926,0.247933884,0.280991736,0.041322314,0,0,0.256198347,0.099173554,0,0.136363636
16843->,0,0,0,0,0,-0.5,0,0.125,0,-0.25,0,-0.125,0.710743802,0.049586777,0,0,0,0,0.239669421,0,0,0,0,0.136363636
17909->,0.125,-0.125,0,0.125,0.125,-0.125,0,-0.25,0,0.125,0.125,0.125,0.190082645,0.173553719,0.033057851,0.520661157,0.033057851,0,0.016528926,0.033057851,0,0,0,0.136363636
18984->,0.75,-0.75,-0.875,0,0.75,-0.875,0.375,0.5,-0.25,0,0.25,0,0.016528926,0.024793388,0.05785124,0.247933884,0.173553719,0.024793388,0.05785124,0.041322314,0.330578512,0.024793388,0,0.136363636
21711->,0,-0.5,-0.25,-0.75,0.5,0,0,0,-0.25,-0.875,0.75,0.875,0.008264463,0.024793388,0.033057851,0.173553719,0.181818182,0,0.024793388,0.05785124,0.338842975,0.157024793,0,0.136363636
23910->,0,0,0,0,0,0,0,0,0,0,0,0,0.991735537,0,0,0,0,0,0.008264463,0,0,0,0,0.136363636
27665->,0,0,0.5,-0.25,0,1,0,0,0,-0.375,0,0.125,0.082644628,0.074380165,0.099173554,0.297520661,0.016528926,0,0.049586777,0.090909091,0.26446281,0.024793388,0,0.136363636
30923->,0,0.25,0,0.375,0.25,-0.25,0,0,0.125,0,0.25,0.125,0,0,0.123966942,0.785123967,0.090909091,0,0,0,0,0,0,0.136363636
31487->,0.375,0.5,0,-0.125,-0.5,0,0.875,0.75,0,0,0.875,0.875,0.280991736,0.074380165,0.049586777,0.123966942,0,0,0.140495868,0.082644628,0.181818182,0.066115702,0,0.136363636
32508->,0,0.375,0,0,-0.375,0.125,0,0.25,0,0,-0.125,0.25,0.363636364,0.421487603,0.090909091,0.049586777,0,0,0.074380165,0,0,0,0,0.136363636
33592->,-0.25,0,0,0.875,-0.5,-0.875,-0.125,0.5,0,0.75,-0.125,0,0.008264463,0.024793388,0.099173554,0.446280992,0,0,0.041322314,0.247933884,0.123966942,0.008264463,0,0.136363636
34136->,0,0,0.125,0,-0.875,-0.25,0,-0.75,0.125,-0.5,-0.125,-0.25,0.016528926,0.041322314,0,0.214876033,0,0,0.066115702,0.148760331,0.214876033,0.297520661,0,0.136363636
35766->,0.25,0,0,0,0,0.125,0,0.75,0,0,0.375,1,0.404958678,0.190082645,0.049586777,0.132231405,0.05785124,0,0.05785124,0.033057851,0.074380165,0,0,0.136363636
36399->,0,0,0,0,0,0,0,0,0,0,0,0,0.958677686,0.041322314,0,0,0,0,0,0,0,0,0,0.136363636
37395->,0,-0.25,0,0,0.75,0.125,0,0,0,-0.125,0.875,0.5,0.157024793,0.297520661,0.082644628,0.066115702,0,0,0.305785124,0.049586777,0.041322314,0,0,0.136363636
43448->,0,0,0,0,0,0,0,0,0,0,0,0.125,0.801652893,0.165289256,0,0,0,0,0.033057851,0,0,0,0,0.136363636
48318->,0,0,-0.5,0,0,0.25,0,-0.5,0,-0.25,0,0.25,0.008264463,0.008264463,0.024793388,0.049586777,0.099173554,0.041322314,0.008264463,0.016528926,0.561983471,0.123966942,0.05785124,0.136363636
54370->,0,0,0,0.5,0,-1,0,0,0,-0.25,-0.125,-0.25,0.694214876,0.223140496,0,0,0,0,0.082644628,0,0,0,0,0.136363636
60102->,0,0,0,0,0.75,0.25,0,0.25,0,0,0.5,0.25,0.049586777,0.099173554,0.041322314,0.355371901,0.024793388,0,0.016528926,0.008264463,0.355371901,0.049586777,0,0.136363636
68940->,0,0,0,-0.875,-0.375,0,0,-0.125,0,-0.25,0.125,-0.125,0.016528926,0.041322314,0.033057851,0.52892562,0,0,0.033057851,0.115702479,0.214876033,0.008264463,0.008264463,0.136363636
69483->,0,-0.25,0,-0.125,-0.125,0.125,0,0,-0.125,0,0.25,-0.125,0,0.008264463,0.041322314,0.67768595,0,0,0.016528926,0.099173554,0.157024793,0,0,0.136363636
1963->,0,0,-0.25,0,0.875,-0.25,0,0.875,-0.25,0,0.75,0.75,0.20661157,0.123966942,0.024793388,0.123966942,0.132231405,0,0.123966942,0.024793388,0.165289256,0.074380165,0,0.227272727
4318->,0,0,0,0.25,0,0,0,-0.5,-0.25,0.25,0.75,0,0.016528926,0.041322314,0.123966942,0.198347107,0.049586777,0,0.033057851,0.157024793,0.338842975,0.024793388,0.016528926,0.227272727
5402->,0,0.125,-0.25,1,0.25,-0.75,0,0.125,-0.25,1,0.25,-0.75,0.016528926,0.049586777,0.289256198,0.603305785,0,0,0.008264463,0.016528926,0.016528926,0,0,0.227272727
5458->,0,0,0,0,0,0,0,0,0,0,0,0,0.776859504,0.223140496,0,0,0,0,0,0,0,0,0,0.227272727
6391->,-0.25,0,0,0,-0.25,0,0.125,-0.25,0,0,-0.25,-0.75,0.512396694,0.008264463,0.008264463,0.223140496,0,0,0.05785124,0.016528926,0.173553719,0,0,0.227272727
7629->,0,0,0,0,0,0,0,0,0,0,0,0,0.702479339,0.148760331,0,0,0,0,0.148760331,0,0,0,0,0.227272727
9628->,0,0,0,0,0,0,0,0,-0.5,0,0.5,0,0.157024793,0.049586777,0.016528926,0.190082645,0.239669421,0.024793388,0.041322314,0.008264463,0.181818182,0.090909091,0,0.227272727
9814->,0,0,0,0,0,0,0,0,0.125,0,0,0,0.58677686,0.016528926,0,0,0,0,0.396694215,0,0,0,0,0.227272727
12312->,0,0,0.5,0,-0.5,0,0,0,0,0,0.125,0,0.256198347,0.148760331,0.099173554,0.173553719,0.033057851,0,0.107438017,0.008264463,0.132231405,0.041322314,0,0.227272727
17075->,0,0,0,0,0.75,0.875,0,0,0,0,0,0,0.256198347,0.231404959,0.016528926,0.099173554,0,0,0.181818182,0.05785124,0.140495868,0.016528926,0,0.227272727
17618->,0,-0.125,0,0,0.875,0.875,0,0,0,0,0,0,0.330578512,0.256198347,0.024793388,0.173553719,0,0,0.066115702,0.066115702,0.024793388,0.05785124,0,0.227272727
19527->,-0.5,0,0.875,0,0.25,0,0,-0.875,0.25,-0.5,0,-0.375,0.041322314,0.066115702,0.157024793,0.090909091,0.049586777,0,0.099173554,0.20661157,0.280991736,0.008264463,0,0.227272727
19566->,0,0,-0.125,0,0,0,0,0.125,0,0,0,0.125,0.950413223,0.049586777,0,0,0,0,0,0,0,0,0,0.227272727
20640->,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0.32231405,0,0,0,0,0,0.67768595,0,0,0,0,0.227272727
20671->,0,0,0,0,0,0,0,0,0,0.125,0,-0.125,0.727272727,0.016528926,0,0,0,0,0.256198347,0,0,0,0,0.227272727
22795->,0,0,0,0,-0.5,0,-0.25,0,0,0,-0.75,0,0.008264463,0.008264463,0.016528926,0.32231405,0.041322314,0.049586777,0.008264463,0.024793388,0.157024793,0.256198347,0.107438017,0.227272727
28672->,0,0,-0.75,0,0,-0.75,0,0,0,0,0.5,0,0.008264463,0.041322314,0.033057851,0.363636364,0.239669421,0,0.016528926,0.016528926,0.074380165,0.05785124,0.148760331,0.227272727
29858->,0,-0.125,0,0,0,0,0,-0.125,0,0,-0.125,-0.125,0.67768595,0.173553719,0.074380165,0.024793388,0,0,0.041322314,0.008264463,0,0,0,0.227272727
31998->,0,0,0,0,-0.5,0.125,-0.125,-0.5,0,0,-0.125,0.375,0.446280992,0.082644628,0.041322314,0,0,0,0.272727273,0.107438017,0.049586777,0,0,0.227272727
34678->,0,-0.5,0,-0.75,-0.375,-0.125,0,0,0.125,0,-0.125,0.25,0.090909091,0.05785124,0.074380165,0.107438017,0,0,0.090909091,0.033057851,0.272727273,0.272727273,0,0.227272727
34711->,-0.75,0.25,0,0.5,-0.25,-0.5,0,0.75,0,0.75,-0.25,0,0.008264463,0.024793388,0.024793388,0.41322314,0.512396694,0,0.008264463,0.008264463,0,0,0,0.227272727
40520->,0,0,0,0,0.5,0.875,0.25,0.125,0,0,-0.5,0,0.198347107,0.487603306,0.123966942,0.123966942,0,0,0.05785124,0.008264463,0,0,0,0.227272727
44866->,0,0,0.125,0,-0.875,-0.75,-0.75,0,0,0.5,-0.25,0,0.008264463,0.024793388,0.099173554,0.305785124,0.181818182,0,0.024793388,0.082644628,0.157024793,0.115702479,0,0.227272727
44929->,-0.25,0.125,-0.5,0,0,0.375,-0.25,0,0,0,-0.75,0,0.181818182,0.280991736,0.214876033,0.231404959,0.05785124,0,0.033057851,0,0,0,0,0.227272727
45409->,0.125,0,0,0,-0.75,-0.75,0.25,0,-0.25,0,0.25,0,0.008264463,0.066115702,0.041322314,0.380165289,0.173553719,0,0.041322314,0.016528926,0.107438017,0.165289256,0,0.227272727
49915->,0,0,0,-0.5,0,0,0,-0.5,-0.5,0.25,0.5,0,0.024793388,0.033057851,0.05785124,0.198347107,0.033057851,0.024793388,0.008264463,0.05785124,0.479338843,0.05785124,0.024793388,0.227272727
49945->,0,-0.125,0,0.25,0.25,0.5,0.125,-0.125,-0.75,0,0,-0.125,0.123966942,0.446280992,0.107438017,0.148760331,0.157024793,0,0.016528926,0,0,0,0,0.227272727
422->,0,-0.25,0,0,0.25,-0.75,0,-0.25,0,0,0.25,-0.25,0,0.008264463,0.338842975,0.578512397,0,0,0.008264463,0.024793388,0.041322314,0,0,0.318181818
3742->,0,-0.25,0,0.5,0.25,-0.75,0,-0.25,-0.25,1,0.25,-0.75,0.008264463,0.016528926,0.148760331,0.79338843,0,0,0.016528926,0.008264463,0.008264463,0,0,0.318181818
4285->,-0.25,0.25,0,0,-0.25,-0.75,-0.25,0,0,0,0,-0.75,0,0.090909091,0.404958678,0.438016529,0,0,0.016528926,0.016528926,0.033057851,0,0,0.318181818
7077->,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.958677686,0.041322314,0,0,0,0,0,0,0,0,0,0.318181818
7627->,0,0,0,0,-1,0,0,0,0,0,0,0.25,0.917355372,0.082644628,0,0,0,0,0,0,0,0,0,0.318181818
7628->,0,0,0,0,0,0,0,0,0,0,0,0,0.892561983,0.090909091,0,0,0,0,0.016528926,0,0,0,0,0.318181818
16238->,-0.5,0,0,-0.75,-0.5,0.75,0,-0.5,0,-0.5,0,0,0.008264463,0.016528926,0,0.181818182,0.280991736,0.082644628,0,0.033057851,0.20661157,0.190082645,0,0.318181818
16269->,0,0,0,0,0.25,1,0,0,-0.5,0,-0.25,0,0.462809917,0.074380165,0,0,0,0,0.338842975,0.115702479,0.008264463,0,0,0.318181818
17292->,-0.5,0,0,-0.5,-0.5,0,-0.5,-0.5,0.25,-0.25,0,0.25,0.033057851,0.107438017,0.05785124,0,0,0,0.148760331,0.231404959,0.074380165,0.347107438,0,0.318181818
17900->,0,0,-0.5,0,0.5,-0.5,0,0.5,-0.5,0,0.5,0,0,0,0.016528926,0.148760331,0.388429752,0.107438017,0.008264463,0.008264463,0.115702479,0.20661157,0,0.318181818
17910->,0,0.125,0,0,-0.125,0,0,0.125,0,0,-0.125,0,0.231404959,0.132231405,0.05785124,0.429752066,0,0,0.148760331,0,0,0,0,0.318181818
18995->,0,0,0.375,0.375,0.125,0,0.75,0.375,0.25,0.875,0.75,-0.5,0.115702479,0.157024793,0.066115702,0.32231405,0,0,0.140495868,0.165289256,0.033057851,0,0,0.318181818
19551->,0,0,0,0,-0.125,0,0,0,0,0,0,0,0.826446281,0.173553719,0,0,0,0,0,0,0,0,0,0.318181818
19554->,0,0,0,0,0,0,0,0,0,0,0,0,0.67768595,0.32231405,0,0,0,0,0,0,0,0,0,0.318181818
19555->,0,0,0,0,0,0,0,0,0,0.125,0,-0.125,0.851239669,0.148760331,0,0,0,0,0,0,0,0,0,0.318181818
19556->,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0.834710744,0.049586777,0,0,0,0,0.115702479,0,0,0,0,0.318181818
19557->,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.694214876,0.107438017,0,0,0,0,0.198347107,0,0,0,0,0.318181818
19558->,0,0,0,0,0,-0.5,0,0,0,-0.125,0,0,0.859504132,0.082644628,0,0,0,0,0.05785124,0,0,0,0,0.318181818
19567->,-0.125,0,0,0,0,0,0,0,0,0.125,0.125,-0.125,0.826446281,0.107438017,0,0,0,0,0.066115702,0,0,0,0,0.318181818
19587->,0,0,0,0,0,0,0,0,0.125,0,-0.125,0.125,0.876033058,0.123966942,0,0,0,0,0,0,0,0,0,0.318181818
19589->,0,0,0,0,0,0,0,0,0,0,-0.125,0,0.719008264,0.165289256,0,0,0,0,0.115702479,0,0,0,0,0.318181818
20070->,0,0.75,0,0,-0.5,0,0.5,0.875,-0.375,0.5,0.875,0,0.024793388,0.066115702,0.082644628,0.016528926,0,0,0.082644628,0.157024793,0.239669421,0.330578512,0,0.318181818
20582->,-0.5,0,0,0,-0.5,0,-0.25,0.875,-0.25,0.5,0,0,0.016528926,0.016528926,0.016528926,0.371900826,0.363636364,0,0.05785124,0.090909091,0.066115702,0,0,0.318181818
20638->,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0.719008264,0,0,0,0,0,0.280991736,0,0,0,0,0.318181818
20642->,0,0,0,0,0,0,0,0,0,0,0,0.125,0.842975207,0,0,0,0,0,0.157024793,0,0,0,0,0.318181818
20643->,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.801652893,0,0,0,0,0,0.198347107,0,0,0,0,0.318181818
23881->,0,-1,0,-0.5,1,0.5,0.5,-1,0,-0.5,0,-0.5,0,0,0.123966942,0.330578512,0.272727273,0,0,0,0.041322314,0.140495868,0.090909091,0.318181818
877->,0,0,0,-0.5,0.875,0,0,0,-0.5,-0.5,0.5,-0.375,0.363636364,0.099173554,0.107438017,0.008264463,0,0,0.223140496,0.008264463,0.115702479,0.074380165,0,0.409090909
1574->,0,0,0,0,-0.5,-0.5,0,0,0.75,0,-0.5,-0.5,0.148760331,0.231404959,0.082644628,0.256198347,0.016528926,0.008264463,0.099173554,0.016528926,0.140495868,0,0,0.409090909
2082->,0,0,-0.125,0,0,-0.875,0,0,-0.125,0,0.375,-0.75,0.033057851,0.008264463,0.148760331,0.760330579,0,0,0.033057851,0.008264463,0.008264463,0,0,0.409090909
2190->,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.950413223,0.049586777,0,0,0,0,0,0,0,0,0,0.409090909
2191->,0,0,0,0,0,0,0,0,0,0,0,0.125,0.966942149,0.033057851,0,0,0,0,0,0,0,0,0,0.409090909
2201->,0,0,0,0,0,0,0,0,0.125,0,-0.125,-0.125,0.909090909,0.090909091,0,0,0,0,0,0,0,0,0,0.409090909
2506->,0,0.875,0.25,0.5,0,-0.5,0,0,0.75,0,0,0.75,0.198347107,0.05785124,0.066115702,0.289256198,0.107438017,0,0.066115702,0.024793388,0.115702479,0.074380165,0,0.409090909
2658->,0,0.75,-0.25,0.25,0,-0.25,0,-0.25,0,0,0.75,0,0.049586777,0.115702479,0.074380165,0.20661157,0.024793388,0,0.041322314,0.107438017,0.363636364,0.008264463,0.008264463,0.409090909
3199->,0,0,0,0.5,0,-0.25,0,0.25,0.25,-0.125,0,0.5,0.016528926,0.074380165,0.165289256,0.727272727,0,0,0,0,0.016528926,0,0,0.409090909
3811->,0,0,0,0,0,-0.5,0,0,0,0,0,-0.125,0.975206612,0.024793388,0,0,0,0,0,0,0,0,0,0.409090909
4761->,0,0.75,0,0,-0.5,0,-0.5,0.5,0,0.25,0.25,0.5,0.033057851,0.033057851,0.082644628,0.297520661,0.016528926,0,0.033057851,0.090909091,0.388429752,0.024793388,0,0.409090909
4828->,0.25,0,0,0,0,-0.75,0.25,0.25,0,0,0.25,-0.5,0.033057851,0.008264463,0.314049587,0.603305785,0,0,0.008264463,0.016528926,0.016528926,0,0,0.409090909
5460->,0,0,0,0.125,0,-0.125,0,0,0,0,0,-0.125,0.743801653,0.256198347,0,0,0,0,0,0,0,0,0,0.409090909
5461->,0,0.125,0,0,-0.125,0,0,0,0,0,0,0.125,0.776859504,0.223140496,0,0,0,0,0,0,0,0,0,0.409090909
7630->,0,0,0,0,0,0,0,0,0,0,0,0,0.834710744,0.082644628,0,0,0,0,0.082644628,0,0,0,0,0.409090909
7631->,0,0,0,0,0,0,0,0,0,0,-0.125,0,0.892561983,0.090909091,0,0,0,0,0.016528926,0,0,0,0,0.409090909
9258->,0,0,0,0,0,0,0,0,0,0,0,0,0.801652893,0.198347107,0,0,0,0,0,0,0,0,0,0.409090909
9259->,0,0,0,0,0,0,0,0,0,0,0,0,0.876033058,0.123966942,0,0,0,0,0,0,0,0,0,0.409090909
