1->,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.5,0.5,0.0
2->,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.5,0.25,0.5,-0.2727272727272727
3->,0.0,0.0,0.25,0.25,0.25,0.5,0.0,0.0,0.5,0.25,0.5,1.0,0.0
4->,0.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.5,1.0,0.5,-0.09090909090909091
5->,0.0,0.125,1.0,0.5,1.0,0.5,0.0,0.125,1.0,1.0,1.0,0.25,-0.045454545454545456
6->,0.125,0.0,1.0,1.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,-0.045454545454545456
7->,0.0,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.5,1.0,0.5,0.25,-0.045454545454545456
8->,0.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,0.25,0.5,0.25,0.5,0.0
9->,0.0,0.0,0.25,0.5,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.5,-0.13636363636363635
10->,0.0,0.0,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,-0.22727272727272727
11->,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,-0.22727272727272727
12->,0.0,0.0,0.5,0.0,0.5,0.25,0.0,0.25,1.0,0.0,1.0,0.25,0.0
13->,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,1.0,0.25,0.25,0.22727272727272727
14->,0.25,0.25,0.0,0.25,0.0,0.125,0.5,0.25,0.0,0.25,0.0,0.125,0.18181818181818182
15->,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.125,0.18181818181818182
16->,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.125,0.18181818181818182
17->,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.125,0.25,0.13636363636363635
18->,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.18181818181818182
19->,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.13636363636363635
20->,0.125,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.25,0.13636363636363635
21->,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.13636363636363635
22->,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.18181818181818182
23->,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.18181818181818182
24->,0.125,0.0,0.125,0.125,0.125,0.25,0.0,0.125,0.25,0.125,0.25,0.125,0.18181818181818182
25->,0.0,0.0,0.25,0.125,0.25,0.25,0.125,0.125,0.25,0.25,0.25,0.25,0.18181818181818182
26->,0.0,0.25,0.25,0.125,0.25,0.25,0.0,0.5,0.5,0.125,0.5,0.25,-0.2727272727272727
27->,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,-0.2727272727272727
28->,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.5,1.0,0.5,1.0,0.25,-0.2727272727272727
29->,0.25,0.5,0.25,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0.25,-0.09090909090909091
30->,0.5,1.0,0.5,0.25,0.5,0.25,1.0,1.0,0.25,0.5,0.25,0.25,-0.09090909090909091
31->,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,-0.09090909090909091
32->,1.0,0.25,0.25,1.0,0.25,0.5,1.0,0.5,0.25,0.5,0.25,1.0,-0.09090909090909091
33->,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,-0.13636363636363635
34->,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,-0.18181818181818182
35->,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,1.0,-0.22727272727272727
36->,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.25,0.25,0.0
37->,0.0,0.5,0.25,0.25,0.25,0.125,0.0,1.0,0.25,0.25,0.25,0.125,0.0
38->,0.5,0.25,0.25,0.25,0.25,0.5,1.0,0.25,0.25,0.25,0.25,0.25,0.045454545454545456
39->,0.25,0.0,0.125,0.25,0.125,0.125,0.25,0.0,0.125,0.25,0.125,0.125,0.18181818181818182
40->,0.0,0.0,0.25,0.125,0.25,0.25,0.0,0.0,0.125,0.125,0.125,0.125,0.18181818181818182
41->,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.125,0.125,0.125,0.125,0.18181818181818182
42->,0.0,0.125,0.125,0.25,0.125,0.25,0.0,0.125,0.25,0.125,0.25,0.25,0.18181818181818182
43->,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.25,0.13636363636363635
44->,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.13636363636363635
45->,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.25,0.125,0.25,0.125,0.13636363636363635
46->,0.0,0.125,0.125,0.125,0.125,0.25,0.0,0.0,0.125,0.25,0.125,0.25,0.22727272727272727
47->,0.125,0.125,0.125,0.125,0.125,0.25,0.0,0.125,0.125,0.125,0.125,0.25,0.18181818181818182
48->,0.125,0.125,0.125,0.125,0.125,0.5,0.125,0.125,0.125,0.125,0.125,0.25,0.22727272727272727
49->,0.125,0.125,0.25,0.125,0.25,0.25,0.125,0.25,0.125,0.125,0.125,0.5,0.18181818181818182
50->,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.25,0.125,0.22727272727272727
51->,0.125,0.25,0.25,0.25,0.25,0.25,0.125,0.5,0.25,1.0,0.25,0.25,-0.18181818181818182
52->,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.25,-0.09090909090909091
53->,0.25,0.5,0.25,0.25,0.25,0.25,0.5,1.0,0.25,0.5,0.25,0.25,-0.09090909090909091
54->,0.5,0.25,0.5,0.25,0.5,0.125,1.0,0.5,0.25,0.25,0.25,0.125,-0.09090909090909091
55->,0.25,0.5,0.25,0.5,0.25,0.125,0.5,0.25,0.25,0.25,0.25,0.5,-0.09090909090909091
56->,0.5,1.0,0.5,0.25,0.5,1.0,0.25,0.5,0.5,0.25,0.5,1.0,-0.09090909090909091
57->,1.0,0.25,0.5,0.5,0.5,1.0,0.5,0.25,1.0,0.5,1.0,1.0,-0.09090909090909091
58->,0.25,0.25,0.5,0.5,0.5,1.0,0.25,0.5,0.25,1.0,0.25,1.0,-0.09090909090909091
59->,0.25,0.25,0.25,0.5,0.25,1.0,0.5,0.5,0.5,0.25,0.5,0.5,-0.045454545454545456
