1030->,0,-0.25,-0.5,0.5,0.25,-0.5,0.25,0,0,0,0,-0.25,0.033057851,0.082644628,0.132231405,0.297520661,0,0,0.107438017,0.223140496,0.123966942,0,0,0.181818182,-0.272727273
1031->,-0.5,0.5,-0.5,0,-0.5,-0.5,0,0,0,0,0.25,-0.5,0.115702479,0.173553719,0.082644628,0.181818182,0.05785124,0,0.090909091,0.082644628,0.20661157,0.008264463,0,0.181818182,-0.272727273
1058->,0,0.25,0,-0.75,0,0.25,0,0,0.25,-0.75,0,0,0.198347107,0.041322314,0.05785124,0.05785124,0,0,0.05785124,0.140495868,0.32231405,0.099173554,0.024793388,0.363636364,-0.363636364
1059->,0,-0.75,-0.25,-0.125,0.25,0,0.25,-0.75,0.125,-0.875,0.25,0.125,0.024793388,0.082644628,0.347107438,0.305785124,0,0,0.041322314,0.016528926,0.140495868,0.041322314,0,0.272727273,-0.363636364
1060->,-0.25,-0.125,0.375,0,0,-0.5,0.125,-0.875,0.125,0,0,-0.875,0.033057851,0.049586777,0.099173554,0.438016529,0,0,0.033057851,0.074380165,0.107438017,0.123966942,0.041322314,-0.454545455,-0.181818182
1061->,0.375,0,-0.25,-0.25,-0.5,0,0.125,0,0,-0.25,0,0.75,0.049586777,0.115702479,0.239669421,0.132231405,0.041322314,0,0.024793388,0.049586777,0.132231405,0.115702479,0.099173554,0.090909091,-0.272727273
1262->,0.5,-0.75,0.125,0,0.75,-0.75,0,0,-0.25,0,0,-0.5,0.066115702,0.140495868,0.123966942,0.198347107,0.008264463,0,0.099173554,0.123966942,0.239669421,0,0,0.090909091,0
1321->,0,0,0,0,0,0,0,0,0,0,0.5,0,0.090909091,0.198347107,0.107438017,0.140495868,0,0,0.181818182,0.115702479,0.165289256,0,0,0.090909091,-0.090909091
1322->,0,0,0,-0.25,0,0,0,0,0,-0.5,0.25,0,0.024793388,0.05785124,0.123966942,0.355371901,0,0,0.107438017,0.082644628,0.247933884,0,0,0.090909091,-0.090909091
1353->,0,0,0,0.5,0.25,-0.5,0,0,0,0,0,-0.75,0.330578512,0.099173554,0.066115702,0.132231405,0,0,0.190082645,0.033057851,0.099173554,0.049586777,0,0.090909091,-0.090909091
1354->,0,0.5,-0.25,0,-0.5,-0.75,0,0,-0.5,-0.5,0,0.5,0.165289256,0.123966942,0.041322314,0.214876033,0,0,0.231404959,0.074380165,0.090909091,0.05785124,0,0.090909091,-0.090909091
1387->,0,0,0.25,0,0,-0.5,-0.5,0,0,0,0,0,0.024793388,0.107438017,0.123966942,0.20661157,0.074380165,0,0.090909091,0.099173554,0.214876033,0.05785124,0,0.090909091,-0.090909091
1419->,0,0,0,0,0.875,0.875,0,-0.125,0,0,0,-0.125,0.338842975,0.107438017,0.074380165,0.123966942,0,0,0.132231405,0.041322314,0.140495868,0.041322314,0,0.090909091,-0.090909091
1420->,0,0,0,0,0.875,0,0,0,0,-0.25,0.5,-0.125,0.363636364,0.066115702,0.041322314,0.148760331,0.016528926,0,0.157024793,0.016528926,0.132231405,0.05785124,0,-0.454545455,-0.090909091
1440->,0.25,0,0,0.25,0,0.5,0.25,0.25,0,-0.25,-0.5,0.25,0.041322314,0.140495868,0.173553719,0.314049587,0.074380165,0,0.049586777,0.049586777,0.157024793,0,0,0.181818182,-0.090909091
1441->,0,0.25,0,0.5,0.5,0,0,-0.25,0,-0.25,0,0,0.165289256,0.074380165,0.074380165,0.330578512,0.090909091,0,0.033057851,0.041322314,0.173553719,0.016528926,0,0.181818182,-0.090909091
1471->,0.125,0.375,0,0,-0.25,0.25,0,0,0.25,0.25,-0.25,-0.25,0.033057851,0.115702479,0.132231405,0.107438017,0,0,0.082644628,0.099173554,0.404958678,0.024793388,0,0.272727273,-0.181818182
1472->,0,0,0.25,0.25,0.25,0,0.25,0.25,-0.25,0,0.25,0.25,0.024793388,0.066115702,0.115702479,0.289256198,0.041322314,0,0.066115702,0.066115702,0.314049587,0.016528926,0,0.181818182,-0.090909091
1473->,0.25,0.25,0.5,0,0,0,-0.25,0,-0.25,0,0,-0.75,0.024793388,0.099173554,0.140495868,0.26446281,0,0,0.05785124,0.090909091,0.32231405,0,0,0.181818182,-0.181818182
1503->,0.375,0.375,0,0.25,0,-0.25,0,0.125,0.25,0,-0.25,-0.25,0.049586777,0.041322314,0.173553719,0.107438017,0,0,0.115702479,0.198347107,0.256198347,0.05785124,0,0.272727273,-0.181818182
1504->,0,0.25,0.25,0,-0.25,0,0.25,0,0,0.5,0.25,-0.5,0.016528926,0.082644628,0.107438017,0.280991736,0,0,0.066115702,0.082644628,0.363636364,0,0,0.090909091,-0.090909091
1508->,-0.25,0,0.125,0,0,-0.25,0,0,0,0,0.25,-0.25,0.033057851,0.140495868,0.41322314,0.26446281,0,0,0.107438017,0.024793388,0.016528926,0,0,0.090909091,-0.181818182
1509->,0.125,0,0,-0.25,-0.25,-0.125,0,0,0,0.25,0.125,0,0.099173554,0.198347107,0.173553719,0.289256198,0.099173554,0,0.024793388,0.033057851,0.082644628,0,0,0.181818182,-0.272727273
1538->,0,0,0,0,0,0,0,0,0,0,0,0.25,0.132231405,0.132231405,0.165289256,0.173553719,0.008264463,0,0.165289256,0.123966942,0.099173554,0,0,0.090909091,-0.090909091
1540->,0,0.75,0,0,-0.75,0,0,0.75,0,0,-0.25,0.5,0.008264463,0.041322314,0.074380165,0.570247934,0.066115702,0.008264463,0.016528926,0.066115702,0.115702479,0.033057851,0,0.272727273,-0.363636364
1541->,0,0,-0.25,0,0,-0.25,0,0,0.25,0,0,0,0.049586777,0.041322314,0.107438017,0.190082645,0,0,0.140495868,0.157024793,0.314049587,0,0,0.090909091,-0.090909091
1542->,-0.25,0,0,0,-0.25,-0.375,0.25,0,0,0.75,0.375,-0.5,0.066115702,0.289256198,0.05785124,0.347107438,0.024793388,0,0.140495868,0.049586777,0.024793388,0,0,0.181818182,-0.272727273
1570->,0,0.5,0,0.125,-0.5,0.125,0,0,0,-0.125,0.25,0.375,0.041322314,0.024793388,0.074380165,0.049586777,0,0,0.165289256,0.20661157,0.421487603,0.016528926,0,0.272727273,-0.272727273
1571->,0,0.125,0.75,0.5,0.125,0,0,-0.125,0.75,0.75,-0.75,-0.875,0.198347107,0.148760331,0.107438017,0.115702479,0,0,0.157024793,0.066115702,0.20661157,0,0,0.272727273,-0.363636364
1572->,0.75,0.5,0,0,0,0.25,0.75,0.75,0,0,0.5,0.75,0.041322314,0.049586777,0.082644628,0.198347107,0.041322314,0,0.05785124,0.041322314,0.446280992,0.041322314,0,0.272727273,-0.363636364
1573->,0,0,0,0,0.25,-0.5,0,0,0,0,0,-0.25,0.016528926,0.066115702,0.140495868,0.32231405,0,0,0.082644628,0.165289256,0.20661157,0,0,0.090909091,-0.090909091
1574->,0,0,0,0,-0.5,-0.5,0,0,0.75,0,-0.5,-0.5,0.148760331,0.231404959,0.082644628,0.256198347,0.016528926,0.008264463,0.099173554,0.016528926,0.140495868,0,0,-0.090909091,0.181818182
1601->,0,0,0.5,-0.125,0,0.875,0,0,0,-0.125,0,0.125,0.05785124,0.132231405,0.173553719,0.074380165,0.008264463,0,0.049586777,0.107438017,0.355371901,0.041322314,0,0.272727273,-0.272727273
1604->,0.5,-0.875,0,0,0.875,0,0.75,-0.875,0,0,0.75,-0.125,0.066115702,0.157024793,0.190082645,0.165289256,0.008264463,0,0.132231405,0.05785124,0.148760331,0.074380165,0,0.272727273,-0.363636364
1805->,-0.5,0.25,0.25,0,0,-0.5,0,0.5,0.25,0,-0.25,0,0.05785124,0.115702479,0.074380165,0.157024793,0,0,0.140495868,0.181818182,0.272727273,0,0,0.090909091,0
1864->,0.5,0,0,0.5,0.5,-0.5,0,0,0,0,0.5,0,0.074380165,0.132231405,0.132231405,0.099173554,0,0,0.190082645,0.198347107,0.173553719,0,0,0.090909091,-0.090909091
1896->,0,0,0.5,-0.5,0.25,0.5,0,0,0,0,0,-0.75,0.140495868,0.115702479,0.041322314,0.190082645,0.024793388,0,0.214876033,0.024793388,0.181818182,0.066115702,0,0.090909091,-0.090909091
1897->,0.5,-0.5,0,0,0.5,-0.75,0,0,-0.25,0,0.25,0.5,0.115702479,0.115702479,0.099173554,0.256198347,0,0,0.115702479,0.107438017,0.148760331,0.041322314,0,0.090909091,-0.090909091
1930->,0,0,-0.25,0,0,-0.75,0,0,-0.25,0,0.25,0,0.033057851,0.107438017,0.082644628,0.181818182,0.05785124,0,0.107438017,0.148760331,0.20661157,0.074380165,0,0.090909091,-0.090909091
1962->,0,0,0,0,0.875,0.875,0,1,0,0.875,0,0,0.165289256,0.090909091,0.049586777,0.132231405,0.05785124,0,0.231404959,0.024793388,0.173553719,0.074380165,0,0.090909091,-0.181818182
1963->,0,0,-0.25,0,0.875,-0.25,0,0.875,-0.25,0,0.75,0.75,0.20661157,0.123966942,0.024793388,0.123966942,0.132231405,0,0.123966942,0.024793388,0.165289256,0.074380165,0,-0.272727273,-0.090909091
1983->,-0.25,0.5,0,0,-0.75,0.5,-0.25,-0.25,0,0,-0.75,0,0.099173554,0.090909091,0.074380165,0.280991736,0.115702479,0,0.049586777,0.115702479,0.173553719,0,0,0.181818182,-0.090909091
1984->,0,0,0,-0.5,0.5,0.5,0,0,0,0.25,0,-0.25,0.140495868,0.033057851,0.049586777,0.247933884,0.090909091,0,0.049586777,0.090909091,0.26446281,0.033057851,0,0.181818182,-0.090909091
2014->,-0.125,0.5,0.5,0.25,-0.875,0.5,0,0,-0.25,-0.25,0,0,0.024793388,0.099173554,0.05785124,0.239669421,0.008264463,0,0.074380165,0.090909091,0.388429752,0.016528926,0,0.272727273,-0.090909091
2015->,0.5,0.25,0,0,0.5,0,-0.25,-0.25,0,0,0,0,0.016528926,0.05785124,0.132231405,0.396694215,0.033057851,0,0.049586777,0.041322314,0.256198347,0.016528926,0,0.181818182,-0.090909091
2016->,0,0,-0.5,-0.5,0,0,0,0,0.25,-0.5,-0.25,-0.25,0.024793388,0.066115702,0.123966942,0.297520661,0,0,0.05785124,0.107438017,0.314049587,0.008264463,0,0.181818182,-0.090909091
2046->,0.5,0.5,0.25,0,0,0,0,0.25,-0.25,0,0,0,0.049586777,0.05785124,0.05785124,0.140495868,0,0,0.033057851,0.132231405,0.454545455,0.074380165,0,0.272727273,-0.181818182
2047->,0.25,0,0,0,0,0,-0.25,0,0,-0.5,0,0,0.041322314,0.090909091,0.082644628,0.231404959,0,0,0.049586777,0.132231405,0.371900826,0,0,0.090909091,-0.090909091
2052->,-0.125,0,0,-0.125,-0.375,0,-0.125,0,0,-0.375,0,0.375,0.520661157,0.074380165,0.05785124,0.214876033,0.033057851,0,0.041322314,0.008264463,0.049586777,0,0,0.181818182,-0.272727273
2078->,0.5,0.25,0,0.25,0.5,0,0.25,-0.25,0,0,0,-0.25,0.148760331,0.140495868,0.115702479,0.074380165,0,0,0.165289256,0.115702479,0.239669421,0,0,0.090909091,-0.090909091
2082->,0,0,-0.125,0,0,-0.875,0,0,-0.125,0,0.375,-0.75,0.033057851,0.008264463,0.148760331,0.760330579,0,0,0.033057851,0.008264463,0.008264463,0,0,-0.090909091,-0.272727273
2083->,-0.125,0,0,0,-0.875,0,-0.125,0,0,-0.25,-0.375,0.75,0.008264463,0.066115702,0.115702479,0.553719008,0.049586777,0,0.016528926,0.024793388,0.115702479,0.041322314,0.008264463,0.272727273,-0.272727273
2084->,0,0,-0.125,-0.25,0,-0.125,0,-0.25,-0.375,-0.25,0.375,0,0.016528926,0.05785124,0.123966942,0.41322314,0.033057851,0,0.074380165,0.05785124,0.223140496,0,0,0.181818182,-0.181818182
2114->,0,0,0,-0.75,0.125,0.75,0,0,0,-0.5,-0.75,-0.375,0.115702479,0.115702479,0.165289256,0.231404959,0,0,0.107438017,0.049586777,0.214876033,0,0,0.272727273,-0.363636364
2115->,0,-0.75,0,0,0.75,0.25,0,-0.5,-0.25,0,0.75,0.25,0.024793388,0.05785124,0.05785124,0.223140496,0.008264463,0.008264463,0.066115702,0.115702479,0.388429752,0.049586777,0,0.272727273,-0.363636364
2116->,0,0,-0.25,-0.5,0.25,-0.25,-0.25,0,-0.25,0,0,-0.25,0.016528926,0.05785124,0.107438017,0.380165289,0.016528926,0,0.05785124,0.066115702,0.297520661,0,0,0.181818182,-0.181818182
2117->,-0.25,-0.5,0,0,-0.25,-0.5,-0.25,0,-0.5,0,-0.25,-0.5,0.421487603,0.173553719,0.049586777,0.198347107,0.016528926,0,0.090909091,0.016528926,0.033057851,0,0,0.181818182,-0.363636364
2143->,0,-0.25,0,0.5,0.25,-0.5,0,-0.25,-0.25,0.25,0.25,-0.25,0.140495868,0.223140496,0.074380165,0.024793388,0,0,0.223140496,0.181818182,0.132231405,0,0,0.090909091,-0.090909091
2144->,0,0.5,0,0,-0.5,0.875,-0.25,0.25,0,0.125,-0.25,0.25,0.008264463,0.049586777,0.157024793,0.090909091,0.008264463,0,0.107438017,0.157024793,0.396694215,0.024793388,0,0.363636364,-0.363636364
2145->,0,0,0,0,0.875,0,0,0.125,0,0,0.375,0.125,0.074380165,0.033057851,0.016528926,0.26446281,0,0,0.132231405,0.148760331,0.330578512,0,0,-0.454545455,-0.363636364
2146->,0,0,-0.75,0.875,0,-0.75,0,0,-0.5,0.375,-0.375,-0.375,0.016528926,0.090909091,0.363636364,0.355371901,0.024793388,0,0.041322314,0.05785124,0.049586777,0,0,0.090909091,-0.363636364
2148->,0,0,-0.5,0.75,0,-0.5,0,0,0,0.875,-0.25,-0.75,0.140495868,0.140495868,0.090909091,0.123966942,0.016528926,0.008264463,0.181818182,0.148760331,0.140495868,0.008264463,0,0.181818182,-0.272727273
2190->,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.950413223,0.049586777,0,0,0,0,0,0,0,0,0,-0.090909091,0
2191->,0,0,0,0,0,0,0,0,0,0,0,0.125,0.966942149,0.033057851,0,0,0,0,0,0,0,0,0,-0.090909091,0
2201->,0,0,0,0,0,0,0,0,0.125,0,-0.125,-0.125,0.909090909,0.090909091,0,0,0,0,0,0,0,0,0,-0.090909091,0
2407->,0,0,0,-0.75,0.5,0.25,0,0,0,-0.25,0.5,0.25,0.140495868,0.223140496,0.140495868,0.148760331,0,0,0.074380165,0.082644628,0.190082645,0,0,0.090909091,-0.090909091
2408->,0,-0.75,0,0,0.25,0,0,-0.25,0,0,0.25,0,0.066115702,0.140495868,0.099173554,0.289256198,0,0,0.082644628,0.074380165,0.247933884,0,0,0.090909091,-0.090909091
2439->,0,0,-0.75,0,0.25,-0.25,0,0,-0.25,0,0.25,-0.75,0.066115702,0.132231405,0.074380165,0.256198347,0.016528926,0,0.082644628,0.049586777,0.256198347,0.066115702,0,0.090909091,-0.090909091
2440->,-0.75,0,0,-0.5,-0.25,-0.25,-0.25,0,0,0,0,0.5,0.115702479,0.173553719,0.099173554,0.26446281,0,0,0.074380165,0.05785124,0.173553719,0.041322314,0,0.090909091,-0.090909091
2473->,-0.5,0,0,0,-0.5,-0.75,0,0,0.75,0,-0.5,0,0.05785124,0.107438017,0.099173554,0.123966942,0.024793388,0,0.090909091,0.132231405,0.272727273,0.090909091,0,0.090909091,-0.090909091
2479->,0,0,-0.125,-0.125,1,0.125,0,0,-0.125,0.125,0.875,-0.125,0.338842975,0.537190083,0.049586777,0,0,0,0.074380165,0,0,0,0,0.090909091,0.090909091
2505->,0,0.375,0,0.875,0.5,0,0,-0.5,0,0,0,-0.5,0.090909091,0.074380165,0.05785124,0.280991736,0.074380165,0,0.123966942,0.049586777,0.190082645,0.05785124,0,0.090909091,-0.090909091
