73->,0,0,0,0,-0.5,-0.125,0,0,0,0,0,0.25,0.785123967,0.181818182,0,0,0,0,0.033057851,0,0,0,0,0.363636364,0
147->,0,-0.25,-0.5,0,0.75,-0.5,0,0.25,0,0,0,-0.5,0.033057851,0.107438017,0.090909091,0.20661157,0,0,0.173553719,0.173553719,0.214876033,0,0,0.090909091,0
176->,-0.5,-0.75,0,0,0.25,-0.75,0,0,0,0,-0.25,-0.5,0.165289256,0.181818182,0.082644628,0.132231405,0,0,0.132231405,0.074380165,0.231404959,0,0,0.090909091,0
235->,0,0,0,0,0.5,0,0,0.25,0,0,0.5,-0.5,0.173553719,0.148760331,0.140495868,0.123966942,0.016528926,0,0.099173554,0.140495868,0.157024793,0,0,0.090909091,-0.090909091
236->,0,0,0,0,0,-0.25,0,0,-0.125,-0.5,0.375,0.5,0.008264463,0.082644628,0.115702479,0.388429752,0.008264463,0,0.05785124,0.082644628,0.256198347,0,0,0.090909091,-0.090909091
267->,0,0,0,0.25,0.375,0,0.25,0,0,0.375,-0.5,-0.25,0.504132231,0.140495868,0.024793388,0.05785124,0,0,0.082644628,0.05785124,0.099173554,0.033057851,0,0.090909091,-0.090909091
268->,0,0.25,0,0,0,-0.5,0,0.375,-0.5,0,0.5,-0.5,0.438016529,0.049586777,0.049586777,0.148760331,0.016528926,0,0.082644628,0.05785124,0.107438017,0.049586777,0,0.090909091,-0.090909091
301->,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.115702479,0.082644628,0.272727273,0.066115702,0,0.082644628,0.024793388,0.239669421,0.024793388,0,0.090909091,-0.090909091
333->,0,0,0,0,0.875,0.875,0,0,0,0.125,0,-0.125,0.289256198,0.438016529,0.033057851,0,0,0,0.140495868,0.033057851,0.033057851,0.033057851,0,0.090909091,-0.181818182
354->,0,0.25,0,-0.125,-0.25,0.875,0,0,0,-0.25,-0.75,0,0.20661157,0.123966942,0.090909091,0.347107438,0.033057851,0.008264463,0.066115702,0.024793388,0.099173554,0,0,0.181818182,-0.090909091
355->,0,-0.125,0,0,0.875,0.5,0,-0.25,0,0.5,0,-0.75,0.008264463,0.123966942,0.148760331,0.314049587,0.090909091,0,0.041322314,0.033057851,0.223140496,0.016528926,0,0.181818182,-0.090909091
385->,0,-0.125,0.25,0,0,0,0,0,0,-0.5,0,-0.25,0.32231405,0.123966942,0.041322314,0.008264463,0,0,0.314049587,0.049586777,0.132231405,0.008264463,0,0.181818182,-0.090909091
386->,0.25,0,-0.125,-0.5,0,-0.375,0,-0.5,-0.25,0,0,0,0.016528926,0.024793388,0.05785124,0.247933884,0.033057851,0,0.041322314,0.074380165,0.479338843,0.024793388,0,0.181818182,-0.090909091
387->,-0.125,-0.5,0,0,-0.375,-0.5,-0.25,0,0.5,0,-0.75,-0.5,0.041322314,0.066115702,0.123966942,0.190082645,0,0,0.115702479,0.148760331,0.305785124,0.008264463,0,0.090909091,-0.090909091
418->,0,0,-0.5,0,0.25,0,-0.5,0.25,0,0,0,0,0.033057851,0.082644628,0.148760331,0.247933884,0.008264463,0,0.05785124,0.107438017,0.305785124,0.008264463,0,0.090909091,-0.090909091
422->,0,-0.25,0,0,0.25,-0.75,0,-0.25,0,0,0.25,-0.25,0,0.008264463,0.338842975,0.578512397,0,0,0.008264463,0.024793388,0.041322314,0,0,-0.181818182,-0.181818182
423->,0,0,-0.25,0,-0.75,-0.25,0,0,0,0,-0.25,0.25,0.024793388,0.074380165,0.20661157,0.363636364,0.016528926,0,0.041322314,0.074380165,0.157024793,0.041322314,0,0.181818182,-0.181818182
424->,-0.25,0,0,-0.125,-0.25,0,0,0,0,-0.125,0.375,0.125,0.066115702,0.123966942,0.090909091,0.487603306,0.066115702,0,0.074380165,0.049586777,0.041322314,0,0,0.181818182,-0.272727273
452->,0,0.5,0,-0.5,-0.5,0,0.5,0.5,0,0.5,0.5,0,0.20661157,0.049586777,0.148760331,0.181818182,0,0,0.099173554,0.074380165,0.231404959,0.008264463,0,0.181818182,-0.181818182
454->,-0.25,-0.125,0,0,0.125,0.5,-0.25,0,0,-0.25,-0.25,0,0.066115702,0.123966942,0.090909091,0.347107438,0.008264463,0,0.074380165,0.066115702,0.223140496,0,0,0.272727273,-0.272727273
455->,0,0,0,0.5,0.5,-0.5,0,-0.25,0,0.25,0.25,-0.25,0.024793388,0.074380165,0.099173554,0.289256198,0.016528926,0.008264463,0.074380165,0.066115702,0.32231405,0.016528926,0.008264463,-0.454545455,-0.454545455
456->,0,0.5,-0.125,0,-0.5,-0.875,0,0.25,-0.125,-0.25,0.125,0.25,0.024793388,0.123966942,0.157024793,0.32231405,0.033057851,0,0.033057851,0.107438017,0.198347107,0,0,0.181818182,-0.272727273
484->,0.5,0,-0.5,0.125,0.5,0.25,0.5,-0.25,0.5,0,0,0.125,0.033057851,0.074380165,0.181818182,0.123966942,0,0,0.05785124,0.140495868,0.380165289,0.008264463,0,0.272727273,-0.272727273
485->,-0.5,0.125,-0.125,0,0.25,0,0.5,0,0,0,0.75,0,0.066115702,0.074380165,0.016528926,0.347107438,0,0,0.107438017,0.123966942,0.26446281,0,0,-0.454545455,-0.272727273
486->,-0.125,0,0,0,0,0,0,0,-0.25,-0.25,0,-0.125,0.049586777,0.140495868,0.280991736,0.355371901,0.024793388,0,0.049586777,0.074380165,0.024793388,0,0,0.181818182,-0.363636364
487->,0,0,0.5,0,0,0.5,-0.25,-0.25,0.25,0,-0.25,-0.25,0.074380165,0.115702479,0.198347107,0.20661157,0,0,0.099173554,0.148760331,0.157024793,0,0,0.181818182,-0.272727273
488->,0.5,0,0,0,0.5,0,0.25,0,-0.25,0,0.25,-0.5,0.289256198,0.132231405,0.107438017,0.148760331,0.024793388,0,0.066115702,0.066115702,0.157024793,0.008264463,0,0.181818182,-0.272727273
515->,0,0,0,0,0.25,-0.5,0,0,-0.25,0,0.25,-0.75,0.198347107,0.107438017,0.066115702,0.115702479,0.05785124,0,0.041322314,0.132231405,0.272727273,0.008264463,0,0.363636364,-0.363636364
516->,0,0,0.125,-0.875,-0.5,0.125,-0.25,0,0,0,0.125,0,0,0.082644628,0.140495868,0.20661157,0.008264463,0,0.049586777,0.049586777,0.305785124,0.107438017,0.049586777,0.363636364,-0.363636364
517->,0.125,-0.875,0,0,0.125,-0.875,0,0,0,0,0,0,0.041322314,0.049586777,0.107438017,0.20661157,0.049586777,0.024793388,0.05785124,0.066115702,0.214876033,0.157024793,0.024793388,0.272727273,-0.363636364
518->,0,0,0,-0.5,-0.875,0,0,0,-0.25,-0.5,-0.125,0.5,0.008264463,0.033057851,0.074380165,0.140495868,0.123966942,0.074380165,0.049586777,0.05785124,0.190082645,0.140495868,0.107438017,0.272727273,-0.363636364
519->,0,-0.5,0,0,0,0,-0.25,-0.5,0,0.125,-0.25,0.25,0.049586777,0.090909091,0.049586777,0.330578512,0,0,0.148760331,0.099173554,0.190082645,0.041322314,0,0.272727273,-0.363636364
778->,-0.5,0,0,0,0,0,0,0,0,-0.5,0.5,0,0.05785124,0.239669421,0.132231405,0.132231405,0.016528926,0,0.181818182,0.107438017,0.132231405,0,0,0.090909091,-0.090909091
779->,0,0,0,0,0,-0.25,0,-0.5,0.125,0.5,0.25,-0.5,0.008264463,0.074380165,0.148760331,0.330578512,0,0,0.082644628,0.132231405,0.223140496,0,0,0.090909091,-0.090909091
810->,0,0.125,0,0,0.25,0,0,0,-0.5,0.5,0,-0.75,0.26446281,0.239669421,0.033057851,0.107438017,0,0,0.157024793,0.049586777,0.107438017,0.041322314,0,0.090909091,-0.090909091
844->,0,0,-0.75,0,0,-0.75,0,0,-0.5,0,0.5,0,0.330578512,0.041322314,0.016528926,0.239669421,0.074380165,0,0.05785124,0.049586777,0.140495868,0.049586777,0,0.090909091,-0.090909091
876->,0,0,0,0,0.875,0.875,0,0.125,0,0,0,0,0.330578512,0.190082645,0.074380165,0.024793388,0,0,0.190082645,0.033057851,0.099173554,0.05785124,0,0.090909091,-0.090909091
877->,0,0,0,-0.5,0.875,0,0,0,-0.5,-0.5,0.5,-0.375,0.363636364,0.099173554,0.107438017,0.008264463,0,0,0.223140496,0.008264463,0.115702479,0.074380165,0,-0.090909091,-0.090909091
897->,0,0,0,0.125,-0.25,0.75,0,0,0,0.25,-0.75,-0.25,0.008264463,0.123966942,0.181818182,0.371900826,0.05785124,0,0.099173554,0.074380165,0.082644628,0,0,0.181818182,-0.090909091
898->,0,0.125,0,0,0.75,0.5,0,0.25,0,-0.5,0,0,0.049586777,0.107438017,0.140495868,0.32231405,0.090909091,0,0.066115702,0.066115702,0.140495868,0.016528926,0,0.181818182,-0.090909091
928->,0,0,0,-0.25,0,0.25,0,0,0,-0.25,0,0,0.082644628,0.190082645,0.20661157,0.107438017,0,0,0.082644628,0.049586777,0.256198347,0.024793388,0,0.181818182,-0.090909091
929->,0,-0.25,0.125,-0.25,0.25,0,0,-0.25,0.25,-0.25,-0.25,0,0,0.049586777,0.049586777,0.231404959,0.024793388,0,0.016528926,0.090909091,0.537190083,0,0,0.181818182,-0.090909091
930->,0.125,-0.25,0,0,0,-0.5,0.25,-0.25,-0.5,0,0,-0.75,0.024793388,0.123966942,0.132231405,0.272727273,0,0,0.033057851,0.082644628,0.330578512,0,0,0.181818182,-0.090909091
960->,0,0,-0.25,0,0,0,0,0,-0.25,0,0,-0.375,0.099173554,0.247933884,0.099173554,0.082644628,0,0,0.148760331,0.123966942,0.190082645,0.008264463,0,0.181818182,-0.090909091
961->,-0.25,0,-0.25,0,0,-0.25,-0.25,0,-0.25,0,0,0,0.033057851,0.099173554,0.123966942,0.289256198,0,0,0.074380165,0.099173554,0.256198347,0.024793388,0,0.181818182,-0.181818182
965->,0,0,-0.125,-0.5,0.25,-0.375,0,0,0,0,0.25,-0.25,0.016528926,0.033057851,0.371900826,0.537190083,0,0,0.024793388,0.008264463,0.008264463,0,0,0.181818182,-0.272727273
966->,-0.125,-0.5,-0.125,0,-0.375,-0.375,0,0,-0.375,0,0.125,0.25,0.049586777,0.066115702,0.231404959,0.330578512,0.024793388,0,0.049586777,0.066115702,0.181818182,0,0,0.181818182,-0.181818182
967->,-0.125,0,0,0,-0.375,0,-0.375,0,0,0,0,0.125,0.140495868,0.256198347,0.132231405,0.26446281,0.049586777,0,0.140495868,0,0.016528926,0,0,0.181818182,-0.272727273
995->,0,-0.5,-0.25,-0.25,0,0,-0.5,-0.5,0,-0.75,0,0.25,0.074380165,0.157024793,0.181818182,0.173553719,0,0,0.074380165,0.107438017,0.231404959,0,0,0.090909091,-0.090909091
996->,-0.25,-0.25,0,0.125,0,0,0,-0.75,0,0,0.25,0,0.132231405,0.190082645,0.099173554,0.462809917,0,0,0.05785124,0.033057851,0.024793388,0,0,0.090909091,-0.272727273
997->,0,0.125,-0.5,0,0,0,0,0,0,0.25,-0.25,-0.25,0.041322314,0.033057851,0.090909091,0.388429752,0.05785124,0.008264463,0.05785124,0.024793388,0.289256198,0.008264463,0,0.272727273,-0.272727273
998->,-0.5,0,0,-0.5,0,0,0,0.25,0,0,0.25,0,0.033057851,0.074380165,0.090909091,0.289256198,0,0,0.066115702,0.132231405,0.289256198,0.024793388,0,0.090909091,-0.090909091
999->,0,-0.5,0,-0.5,0,-0.375,0,0,0,0,0.125,0.25,0.041322314,0.223140496,0.132231405,0.280991736,0.024793388,0,0.090909091,0.066115702,0.140495868,0,0,0.181818182,-0.272727273
1027->,-0.5,0,-0.25,-0.25,0,0.25,-0.5,0.25,-0.75,0.125,0.25,0.25,0.041322314,0.049586777,0.024793388,0.173553719,0.008264463,0,0.132231405,0.231404959,0.330578512,0.008264463,0,0.272727273,-0.363636364
1028->,-0.25,-0.25,0.125,0.375,0.25,-0.25,-0.75,0.125,0,0.125,0,0,0.074380165,0.157024793,0.066115702,0.024793388,0,0,0.256198347,0.173553719,0.247933884,0,0,0.090909091,-0.363636364
1029->,0.125,0.375,0,-0.25,-0.25,0.25,0,0.125,0.25,0,-0.25,0,0.024793388,0.099173554,0.132231405,0.396694215,0.041322314,0,0.099173554,0.024793388,0.148760331,0.033057851,0,0.272727273,-0.363636364
