1->,1.0,1.0,0.25,1.0,0.25,0.125,1.0,1.0,0.5,0.5,0.5,0.125,0.0
2->,1.0,1.0,0.25,0.5,0.25,0.0,1.0,1.0,0.25,1.0,0.25,0.125,0.0
3->,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.25,0.5,0.25,0.0,0.0
4->,1.0,1.0,0.125,0.25,0.125,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0
5->,1.0,1.0,0.25,0.5,0.25,0.125,1.0,1.0,0.125,0.25,0.125,0.0,0.0
6->,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.25,0.5,0.25,0.125,0.0
7->,0.25,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.0
8->,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.5,1.0,0.0,0.0
9->,0.125,1.0,0.125,1.0,0.125,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10->,0.25,1.0,0.25,0.5,0.25,0.125,0.125,1.0,0.125,1.0,0.125,0.0,0.0
11->,1.0,1.0,0.125,1.0,0.125,0.0,0.25,1.0,0.25,0.5,0.25,0.125,-0.045454545454545456
12->,0.5,1.0,0.125,1.0,0.125,0.0,1.0,1.0,0.125,1.0,0.125,0.0,-0.045454545454545456
13->,0.5,1.0,0.125,0.5,0.125,0.0,0.5,1.0,0.125,1.0,0.125,0.0,0.0
14->,0.5,1.0,0.5,0.5,0.5,0.125,0.5,1.0,0.125,0.5,0.125,0.0,-0.045454545454545456
15->,0.125,1.0,0.5,0.5,0.5,0.125,0.5,1.0,0.5,0.5,0.5,0.125,-0.045454545454545456
16->,0.125,1.0,1.0,0.5,1.0,0.0,0.125,1.0,0.5,0.5,0.5,0.125,0.0
17->,0.0,1.0,1.0,1.0,1.0,0.0,0.125,1.0,1.0,0.5,1.0,0.0,-0.045454545454545456
18->,0.125,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-0.045454545454545456
19->,0.0,0.125,1.0,1.0,1.0,0.125,0.125,0.5,0.5,1.0,0.5,0.0,-0.045454545454545456
20->,0.0,0.125,1.0,1.0,1.0,0.0,0.0,0.125,1.0,1.0,1.0,0.125,-0.045454545454545456
21->,0.0,0.125,1.0,1.0,1.0,0.125,0.0,0.125,1.0,1.0,1.0,0.0,-0.045454545454545456
22->,0.125,0.0,1.0,1.0,1.0,0.125,0.0,0.125,1.0,1.0,1.0,0.125,-0.045454545454545456
23->,0.125,0.0,1.0,0.5,1.0,0.0,0.125,0.0,1.0,1.0,1.0,0.125,-0.045454545454545456
24->,0.125,0.125,1.0,0.5,1.0,0.0,0.125,0.0,1.0,0.5,1.0,0.0,-0.045454545454545456
25->,0.125,0.125,0.5,1.0,0.5,0.0,0.125,0.125,1.0,0.5,1.0,0.0,-0.045454545454545456
