1->,0.0,0.0,1.0,0.125,1.0,1.0,0.0,0.0,1.0,0.125,1.0,1.0,0.045454545454545456
2->,0.0,0.0,1.0,0.125,1.0,1.0,0.0,0.0,1.0,0.125,1.0,1.0,0.0
3->,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.125,1.0,1.0,-0.045454545454545456
4->,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
6->,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.09090909090909091
7->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0
8->,0.125,0.0,1.0,0.125,1.0,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
9->,0.125,0.0,1.0,0.125,1.0,1.0,0.125,0.0,1.0,0.125,1.0,1.0,-0.045454545454545456
10->,0.125,0.0,0.5,0.125,0.5,1.0,0.125,0.0,1.0,0.125,1.0,1.0,0.0
11->,0.125,0.0,0.5,0.125,0.5,1.0,0.125,0.0,0.5,0.125,0.5,1.0,-0.045454545454545456
12->,0.125,0.0,1.0,0.125,1.0,1.0,0.125,0.0,0.5,0.125,0.5,1.0,0.0
13->,0.0,0.0,1.0,0.125,1.0,1.0,0.125,0.0,1.0,0.125,1.0,1.0,-0.045454545454545456
14->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,1.0,0.125,1.0,1.0,0.0
15->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,-0.045454545454545456
16->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
17->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
18->,0.125,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.045454545454545456
19->,0.0,0.0,0.5,0.0,0.5,1.0,0.125,0.0,0.5,0.125,0.5,1.0,0.0
20->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,-0.09090909090909091
21->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,-0.045454545454545456
22->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
23->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
24->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,-0.045454545454545456
25->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,-0.09090909090909091
26->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
27->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.09090909090909091
28->,0.0,0.125,0.25,0.125,0.25,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
29->,0.0,0.0,0.25,0.125,0.25,1.0,0.0,0.125,0.25,0.125,0.25,1.0,-0.13636363636363635
30->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.25,0.125,0.25,1.0,0.0
31->,0.0,0.125,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.2727272727272727
32->,0.125,0.0,0.5,0.125,0.5,1.0,0.0,0.125,0.5,0.125,0.5,1.0,-0.18181818181818182
33->,0.125,0.25,0.5,0.125,0.5,1.0,0.125,0.0,0.5,0.125,0.5,1.0,0.0
34->,0.5,0.25,0.5,0.25,0.5,1.0,0.125,0.25,0.5,0.125,0.5,1.0,-0.36363636363636365
35->,0.5,0.5,0.5,0.25,0.5,1.0,0.5,0.25,0.5,0.25,0.5,1.0,-0.3181818181818182
36->,0.25,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.25,0.5,1.0,-0.3181818181818182
37->,0.0,0.0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.0,-0.5
38->,0.0,0.125,0.5,0.5,0.5,0.125,0.0,0.0,0.5,0.25,0.5,0.5,-0.3181818181818182
39->,0.0,0.125,1.0,0.5,1.0,1.0,0.0,0.125,0.5,0.5,0.5,0.125,0.0
40->,0.0,0.125,0.25,0.125,0.25,1.0,0.0,0.125,1.0,0.5,1.0,1.0,0.0
41->,0.0,0.125,0.25,0.125,0.25,1.0,0.0,0.125,0.25,0.125,0.25,1.0,0.0
42->,0.0,0.0,0.25,0.0,0.25,1.0,0.0,0.125,0.25,0.125,0.25,1.0,0.13636363636363635
43->,0.0,0.125,0.5,0.125,0.5,1.0,0.0,0.0,0.25,0.0,0.25,1.0,-0.045454545454545456
44->,0.0,0.0,0.25,0.125,0.25,1.0,0.0,0.125,0.5,0.125,0.5,1.0,0.0
45->,0.0,0.125,0.5,0.125,0.5,1.0,0.0,0.0,0.25,0.125,0.25,1.0,-0.045454545454545456
46->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.125,0.5,0.125,0.5,1.0,0.0
47->,0.0,0.0,0.25,0.125,0.25,1.0,0.0,0.0,0.5,0.125,0.5,1.0,0.0
48->,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.25,0.125,0.25,1.0,0.09090909090909091
49->,0.0,0.0,0.5,0.125,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,-0.045454545454545456
50->,0.0,0.0,0.5,0.125,0.5,0.5,0.0,0.0,0.5,0.125,0.5,1.0,-0.09090909090909091
51->,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.125,0.5,0.5,0.045454545454545456
52->,0.0,0.0,0.25,0.5,0.25,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.09090909090909091
53->,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0
54->,0.0,0.0,0.25,0.25,0.25,1.0,0.0,0.0,0.5,0.5,0.5,1.0,-0.09090909090909091
55->,0.0,0.125,0.25,0.5,0.25,1.0,0.0,0.0,0.25,0.25,0.25,1.0,0.0
56->,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.125,0.25,0.5,0.25,1.0,0.2727272727272727
57->,0.0,0.25,0.5,1.0,0.5,0.5,0.0,0.25,1.0,1.0,1.0,1.0,0.18181818181818182
58->,0.125,0.25,1.0,1.0,1.0,0.5,0.0,0.25,0.5,1.0,0.5,0.5,-0.09090909090909091
59->,0.0,0.25,1.0,1.0,1.0,0.5,0.125,0.25,1.0,1.0,1.0,0.5,-0.13636363636363635
60->,0.125,0.25,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,0.5,-0.18181818181818182
61->,0.125,0.5,0.5,1.0,0.5,0.5,0.125,0.25,1.0,1.0,1.0,1.0,0.0
62->,0.25,0.5,1.0,1.0,1.0,0.25,0.125,0.5,0.5,1.0,0.5,0.5,-0.18181818181818182
63->,1.0,0.5,1.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.25,-0.13636363636363635
64->,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,0.5,-0.22727272727272727
65->,0.5,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.25,-0.13636363636363635
66->,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.25,-0.13636363636363635
67->,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,-0.22727272727272727
68->,0.125,1.0,0.5,0.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,-0.13636363636363635
69->,0.0,0.5,0.5,1.0,0.5,0.25,0.125,1.0,0.5,0.5,0.5,0.25,-0.13636363636363635
70->,0.0,0.125,1.0,1.0,1.0,0.25,0.0,0.5,0.5,1.0,0.5,0.25,0.0
71->,0.0,0.0,1.0,0.5,1.0,0.25,0.0,0.125,1.0,1.0,1.0,0.25,0.0
72->,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.0,1.0,0.5,1.0,0.25,-0.18181818181818182
73->,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.5,1.0,1.0,1.0,0.25,-0.09090909090909091
74->,1.0,1.0,1.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.125,-0.13636363636363635
75->,1.0,1.0,0.5,0.0,0.5,0.125,1.0,1.0,1.0,0.0,1.0,0.125,-0.5
76->,1.0,1.0,0.0,0.125,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.125,-0.13636363636363635
77->,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.0,0.0,-0.18181818181818182
78->,1.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.13636363636363635
79->,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,-0.22727272727272727
80->,0.5,0.25,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,-0.13636363636363635
81->,0.125,0.0,1.0,1.0,1.0,0.0,0.5,0.25,1.0,1.0,1.0,0.0,-0.18181818181818182
82->,0.125,0.0,1.0,1.0,1.0,0.0,0.125,0.0,1.0,1.0,1.0,0.0,-0.09090909090909091
83->,0.125,0.0,0.5,0.5,0.5,0.0,0.125,0.0,1.0,1.0,1.0,0.0,-0.09090909090909091
84->,0.125,0.0,1.0,0.5,1.0,0.0,0.125,0.0,0.5,0.5,0.5,0.0,0.0
85->,0.125,0.0,1.0,1.0,1.0,0.125,0.125,0.0,1.0,0.5,1.0,0.0,0.0
