Bloque,1,Deltas,1,7,10,9,1,0,-6,-14,-11,-14,-12,0,9,10,8,3,0,-2,-12,-13,-13,-13,0,8,9,8,5,1,-2,-11,-12,-13,-14,0,6,8,8,5,1,-2,-8,-11,-14,-12,0,6,8,9,5,-2,-2,-7,-9,-14,-13,0,7,8,9,5,-1,-2,-6,-9,-12,-12,0,5,9,9,8,5,1,-2,-9,-12,-12,0,7,7,7,6,5,1,0,-8,-12,-14,0,6,7,6,7,4,2,1,-6,-12,-14,0,7,9,6,6,5,3,2,-4,-9,-14,0,6,8,6,7,5,3,3,-4,-8,-13
Bloque,2,Deltas,0,0,2,3,1,1,2,1,1,4,3,0,-2,2,3,2,2,3,1,2,4,4,0,0,0,2,1,3,4,2,1,1,5,0,0,1,3,4,3,4,2,0,1,3,0,1,2,4,4,2,1,1,1,1,3,0,1,1,1,2,4,2,1,1,1,2,-1,0,0,1,3,5,4,2,1,1,3,-1,-3,-1,-1,1,4,3,5,2,2,3,-1,-3,-1,-1,0,0,2,4,3,3,2,0,0,1,0,1,3,2,3,3,3,2,0,0,0,0,1,3,2,4,3,4,4
Bloque,3,Deltas,-3,-1,-1,-4,-10,-11,-13,-14,-11,-6,-1,-3,-1,-1,-4,-10,-11,-13,-14,-11,-7,-1,-3,0,-1,-4,-11,-13,-14,-14,-10,-7,-1,-3,0,-2,-6,-9,-13,-18,-13,-11,-9,-3,-2,-2,0,-5,-8,-11,-17,-14,-10,-10,-4,0,0,-1,-3,-6,-11,-15,-14,-11,-8,-5,0,0,-1,-4,-8,-12,-14,-15,-11,-9,-5,0,0,0,-2,-8,-12,-14,-15,-12,-10,-7,0,0,0,-1,-7,-11,-14,-14,-14,-11,-6,1,-1,-1,-1,-3,-11,-13,-15,-15,-13,-6,0,0,-1,-1,-3,-11,-14,-14,-14,-12,-7
Bloque,4,Deltas,2,-1,-3,0,0,-2,-3,-2,1,3,-2,1,-1,-2,0,0,0,-1,-3,1,3,-2,-1,0,-1,-2,0,0,0,-1,-1,3,0,-1,0,-1,0,0,0,-1,-1,1,1,-2,0,0,-2,0,0,1,-2,-1,1,1,0,-1,0,-1,-2,1,-1,0,-1,1,2,0,0,0,-2,0,-1,0,-1,0,1,2,1,-1,0,-2,-1,-1,-1,-1,0,1,2,1,-1,0,-1,0,-2,-1,0,-1,0,1,0,-1,0,-1,0,1,1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,1
Bloque,5,Deltas,-1,2,3,-2,0,-1,0,-1,-1,0,-1,0,3,3,-2,0,-1,0,-1,-1,0,-1,0,2,2,-2,0,-1,0,-1,-1,0,-1,1,2,2,-2,0,-1,0,-1,-1,0,0,0,3,2,-2,0,-1,0,-1,-1,0,0,0,2,3,0,1,-1,-1,-1,-1,0,0,0,0,-1,1,3,0,0,0,-2,-2,-2,2,0,-2,2,-2,0,1,1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1,2,0,-1,-2,-2,-1,2,0,-1,0,1,3,0,0,-1,-1,0,0,-2,-1,0,2,2,1
Bloque,6,Deltas,0,0,0,-1,-3,2,2,0,1,3,2,1,1,1,0,-2,-2,0,-1,1,3,0,0,0,0,0,-2,-2,-2,-2,-1,0,1,-1,-1,-1,-1,-3,-3,-2,0,-2,-4,-3,-1,-2,-2,-2,-4,-4,-2,-2,-1,0,-2,0,-1,0,0,0,1,-2,-2,-1,-1,1,-3,-5,-1,-2,0,3,3,2,0,0,2,-2,0,2,-1,1,3,3,2,0,4,2,2,3,1,2,6,4,4,2,2,3,2,4,2,0,1,5,5,1,1,3,0,0,0,0,-3,-2,-2,2,0,-2,0,-1,-1
Bloque,7,Deltas,1,0,-2,0,-2,-5,-5,-1,-3,-10,-8,-1,-5,-5,-10,-8,-6,-2,-4,-1,0,0,-10,-10,-12,-11,-8,0,0,0,-1,-1,0,-9,-6,-4,0,0,0,0,-1,-1,-1,1,0,1,2,1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,1,1,-1,-2,0,0,0,-1,0,1,1,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0
Bloque,8,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,9,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,1,1,1,1,2,3,4,3,3,1,2,2,4,4,3,4,3,2,1,-1
Bloque,10,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,1,1,1,2,3,2,2,2,2,3,2,2,3,1,1,2,1,0,0,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,11,Deltas,2,2,3,3,2,3,1,0,0,0,0,3,2,1,1,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,12,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,13,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,14,Deltas,2,2,-2,0,0,0,0,0,1,1,2,0,-2,0,0,0,0,0,0,-1,-1,-2,0,-2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0
Bloque,15,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,16,Deltas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloque,17,Deltas,2,0,1,0,0,1,1,1,0,2,-1,2,0,1,0,0,1,1,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,2,0,0,1,0,1,1,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,2,0,1,0,1,0,1,1,0,1,0,2,0,1,1,0,1,0,1,2,0,0,2,1,1,0,0,1,1,0,2,0,2,3,0,1,1,0,0,2,0,1,2,1,3,1,0,1,0,0,1,2,2,0,1
Bloque,18,Deltas,-1,1,-1,1,2,2,4,2,2,1,1,0,0,1,1,1,1,3,2,2,1,1,0,1,2,2,2,2,3,3,2,1,2,0,1,0,2,2,2,4,2,2,1,2,0,0,2,3,3,4,4,3,3,1,1,0,0,1,2,3,5,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,3,2,1,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,2,1,1,0,0,-1,0,0,0,3,0,2,1,1
Bloque,19,Deltas,2,1,1,1,1,-1,2,1,1,2,1,2,0,2,1,1,-1,2,1,1,1,2,3,1,1,2,0,1,3,0,1,1,2,2,1,2,1,1,2,0,1,1,1,1,3,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,2,0,1,1,1,3,1,2,0,1,1,2,0,2,1,1,3,1,1,1,1,2,1,0,1,1,0,3,1,1,0,1,2,0,0,3,1,1,2,1,1,0,1,3,0,1,2,1,1,2,2,0,1,1,3,1,0,2,1,0,2
