1572->,1,1,0.5,0.25,1,1,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.041,0.058,0.041,0.446,0.041,0,0.05,0.083,0.198,0.041,0,0.773,0.136
1573->,0.5,0.25,0.5,1,0.5,0.25,0.5,0.5,0.5,0.25,0.5,1,0.5,0.25,0.5,0.5,0.017,0.083,0.165,0.207,0,0,0.066,0.14,0.322,0,0,0.591,0.409
1574->,0.5,1,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,0.25,1,0.149,0.099,0.017,0.14,0,0,0.231,0.083,0.256,0.017,0.008,0.409,0.682
1601->,0.5,0.5,1,0.125,0.5,0.25,0.5,0.125,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.058,0.05,0.107,0.355,0.041,0,0.132,0.174,0.074,0.008,0,0.773,0.227
1604->,1,0.125,0.25,0.25,1,0.125,0.25,0.25,0.5,1,0.25,0.25,0.25,1,0.25,0.25,0.066,0.132,0.058,0.149,0.074,0,0.157,0.19,0.165,0.008,0,0.773,0.136
1864->,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.074,0.19,0.198,0.174,0,0,0.132,0.132,0.099,0,0,0.591,0.409
1896->,0.5,0.25,1,0.5,0.5,0.25,0.5,1,0.5,0.25,0.5,1,0.5,0.25,0.5,1,0.14,0.215,0.025,0.182,0.066,0,0.116,0.041,0.19,0.025,0,0.591,0.409
1897->,1,0.5,0.25,1,0.5,1,0.25,0.5,0.5,1,0.25,1,0.5,1,0.5,0.5,0.116,0.116,0.107,0.149,0.041,0,0.116,0.099,0.256,0,0,0.591,0.409
1930->,1,1,0.25,1,0.5,1,0.25,1,1,1,0.5,1,0.5,1,0.5,1,0.033,0.107,0.149,0.207,0.074,0,0.107,0.083,0.182,0.058,0,0.591,0.409
1962->,1,0.125,1,0.125,1,1,1,1,1,0.125,1,0.125,1,0,1,0.125,0.165,0.231,0.025,0.174,0.074,0,0.091,0.05,0.132,0.058,0,0.591,0.318
1963->,1,0.125,0.25,0.5,1,1,0.25,0.25,1,0.125,0.5,0.5,1,0.125,0.5,0.25,0.207,0.124,0.025,0.165,0.074,0,0.124,0.025,0.124,0.132,0,0.227,0.409
1983->,0.25,1,1,0.5,0.25,0.25,1,0.25,0.5,0.5,1,0.5,0.5,0.5,1,0.25,0.099,0.05,0.116,0.174,0,0,0.091,0.074,0.281,0.116,0,0.682,0.409
1984->,1,0.5,1,0.5,1,0.25,1,0.5,1,0.5,1,1,1,0.25,1,0.25,0.14,0.05,0.091,0.264,0.033,0,0.033,0.05,0.248,0.091,0,0.682,0.409
2014->,0.125,1,1,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.025,0.074,0.091,0.388,0.017,0,0.099,0.058,0.24,0.008,0,0.773,0.409
2015->,1,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.017,0.05,0.041,0.256,0.017,0,0.058,0.132,0.397,0.033,0,0.682,0.409
2016->,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,1,1,0.25,0.25,0.25,1,0.025,0.058,0.107,0.314,0.008,0,0.066,0.124,0.298,0,0,0.682,0.409
2046->,1,1,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.05,0.033,0.132,0.455,0.074,0,0.058,0.058,0.14,0,0,0.773,0.318
2047->,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,1,0.041,0.05,0.132,0.372,0,0,0.091,0.083,0.231,0,0,0.591,0.409
2052->,0.125,0.5,0.125,0.125,0.125,0.5,0.125,0.125,0.25,0.5,0.125,0.25,0.25,0.5,0.125,0.5,0.521,0.041,0.008,0.05,0,0,0.074,0.058,0.215,0.033,0,0.682,0.227
2078->,1,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.149,0.165,0.116,0.24,0,0,0.14,0.116,0.074,0,0,0.591,0.409
2082->,0.25,0.25,0.125,1,0.5,0.25,0.125,1,0.25,0.25,0.25,1,0.5,0.25,0.25,1,0.033,0.033,0.008,0.008,0,0,0.008,0.149,0.76,0,0,0.409,0.227
2083->,0.125,1,0.5,0.5,0.125,1,0.5,0.25,0.25,1,0.5,0.5,0.25,1,0.5,0.5,0.008,0.017,0.025,0.116,0.041,0.008,0.066,0.116,0.554,0.05,0,0.773,0.227
2084->,0.5,0.5,0.125,0.25,0.5,0.25,0.125,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.017,0.074,0.058,0.223,0,0,0.058,0.124,0.413,0.033,0,0.682,0.318
2114->,0.25,0.125,1,0.25,0.25,0.125,1,0.5,0.25,0.125,1,1,0.25,0.125,1,1,0.116,0.107,0.05,0.215,0,0,0.116,0.165,0.231,0,0,0.773,0.136
2115->,1,0.25,0.5,0.25,1,0.5,0.25,0.25,1,1,0.5,0.25,1,1,0.5,0.25,0.025,0.066,0.116,0.388,0.05,0,0.058,0.058,0.223,0.008,0.008,0.773,0.136
2116->,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,1,0.5,0.25,0.5,0.5,0.017,0.058,0.066,0.298,0,0,0.058,0.107,0.38,0.017,0,0.682,0.318
2117->,0.25,0.5,0.5,1,0.25,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,1,1,0.421,0.091,0.017,0.033,0,0,0.174,0.05,0.198,0.017,0,0.682,0.136
2143->,0.5,0.25,0.5,1,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.14,0.223,0.182,0.132,0,0,0.223,0.074,0.025,0,0,0.591,0.409
2144->,0.5,1,1,0.125,0.25,0.5,0.5,0.25,0.5,0.5,1,0.125,0.5,0.25,0.5,0.125,0.008,0.107,0.157,0.397,0.025,0,0.05,0.157,0.091,0.008,0,0.864,0.136
2145->,1,0.125,0.125,0.125,0.5,0.25,0.125,0.125,1,0.125,0.125,0.125,0.5,0.125,0.125,0.125,0.074,0.132,0.149,0.331,0,0,0.033,0.017,0.264,0,0,0.045,0.136
2146->,0.125,0.125,0.25,1,0.125,0.125,0.5,0.5,0.125,0.125,1,0.125,0.125,0.125,1,0.125,0.017,0.041,0.058,0.05,0,0,0.091,0.364,0.355,0.025,0,0.591,0.136
2148->,0.25,0.25,0.5,1,0.25,0.25,0.5,1,0.25,0.25,1,0.25,0.25,0.25,0.5,0.125,0.14,0.182,0.149,0.14,0.008,0,0.14,0.091,0.124,0.017,0.008,0.682,0.227
2407->,1,0.5,0.5,0.25,1,0.5,0.5,0.25,1,0.5,0.5,1,1,0.5,0.5,0.5,0.14,0.074,0.083,0.19,0,0,0.223,0.14,0.149,0,0,0.591,0.409
2408->,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,1,0.25,0.25,0.5,0.5,0.25,0.25,0.066,0.083,0.074,0.248,0,0,0.14,0.099,0.289,0,0,0.591,0.409
2439->,0.5,0.25,0.25,0.5,0.5,0.25,0.25,1,0.5,0.25,1,0.5,0.5,0.25,0.5,1,0.066,0.083,0.05,0.256,0.066,0,0.132,0.074,0.256,0.017,0,0.591,0.409
2440->,0.25,0.5,0.25,0.5,0.25,1,0.25,0.5,1,0.5,0.25,1,0.5,1,0.25,0.5,0.116,0.074,0.058,0.174,0.041,0,0.174,0.099,0.264,0,0,0.591,0.409
2473->,0.5,1,0.25,1,0.5,1,1,1,1,1,0.25,1,0.5,1,0.25,1,0.058,0.091,0.132,0.273,0.091,0,0.107,0.099,0.124,0.025,0,0.591,0.409
2479->,1,0,0.125,0,1,0,0.125,0.125,1,0,0.25,0.125,1,0,0.25,0,0.339,0.074,0,0,0,0,0.537,0.05,0,0,0,0.591,0.591
2505->,1,0.5,1,1,1,0.5,1,1,1,0.125,1,0.125,1,1,1,1,0.091,0.124,0.05,0.19,0.058,0,0.074,0.058,0.281,0.074,0,0.591,0.409
2506->,1,1,0.5,1,1,1,1,0.25,1,0.125,0.25,0.5,1,1,0.25,0.25,0.198,0.066,0.025,0.116,0.074,0,0.058,0.066,0.289,0.107,0,0.409,0.409
2525->,0.25,0.125,0.25,1,0.5,0.125,0.5,1,0.25,0.125,0.25,1,0.5,0.25,0.25,0.25,0.198,0.107,0.099,0.041,0,0,0.19,0.14,0.174,0.05,0,0.682,0.409
2526->,0.25,1,1,0.5,0.5,1,1,1,0.25,1,1,0.5,0.25,0.25,1,0.25,0.223,0.041,0.149,0.107,0,0,0.05,0.066,0.273,0.091,0,0.682,0.409
2527->,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.25,1,0.5,0.248,0.05,0.033,0.174,0.008,0,0.066,0.091,0.281,0.05,0,0.682,0.409
2557->,0.125,0.25,1,0.25,0.125,0.25,1,1,0.125,1,1,0.5,0.25,0.25,0.25,0.25,0.017,0.033,0.058,0.273,0,0,0.116,0.157,0.306,0.041,0,0.773,0.409
2558->,1,0.25,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.017,0.074,0.083,0.248,0.033,0,0.074,0.14,0.331,0,0,0.682,0.409
2559->,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.041,0.074,0.033,0.264,0,0,0.116,0.124,0.347,0,0,0.682,0.318
2589->,0.25,0.25,0.25,0.25,0.25,0.25,1,0.5,1,1,0.5,0.5,0.25,0.5,0.25,0.5,0,0.017,0.124,0.471,0.058,0,0.017,0.05,0.264,0,0,0.682,0.318
2590->,0.25,0.25,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.033,0.066,0.14,0.322,0,0,0.066,0.132,0.24,0,0,0.591,0.409
2621->,0.25,0.25,0.25,0.5,0.25,0.25,0.5,1,1,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.066,0.066,0.124,0.355,0.033,0,0.083,0.099,0.174,0,0,0.682,0.318
2625->,0.25,0.25,0.125,1,0.5,0.25,0.125,1,0.25,0.25,0.125,1,0.5,0.25,0.125,1,0.008,0.008,0.017,0.033,0,0,0.058,0.314,0.562,0,0,0.045,0.318
